id	hindi	sanskrit	sanskrit_corrected	Options	Answer	
156	निम्ब निम्न में से किसका पर्याय है? (क.) पारिभद्र (ख.) पिचुमर्द (ग.) अरिष्ट (घ.) सभी	निंबः एतेषु कस्मिन पर्यायः अस्ति? (क.) पारिभद्र (ख.) पिचुमर्द (ग.) अरिष्ट (घ.) सर्वे	निंबः एतेषु कस्मिन पर्यायः अस्ति?	पारिभद्र / पिचुमर्द / अरिष्ट / सर्वे	सर्वे	
157	विषमुष्टिक एवं केशमुष्टि किसके पर्याय है? (क.) कुचला (ख.) करवीर (ग.) महानिम्ब (घ.) अर्क	विषमुष्टिकः केशमुष्टिकः च कस्मिन पर्यायौ स्तः? (क.) कुचला (ख.) करवीर (ग.) महानिंब (घ.) अर्क	विषमुष्टिकः केशमुष्टिकः च कस्मिन पर्यायौ स्तः?	कुचला / करवीर / महानिंब / अर्क	महानिंब	
159	गण्डारि निम्न में से किसका पर्याय है? (क.)कांचनार (ख.) पारिभद्र (ग.) गुगुल (घ.) मधुयष्टी	गण्डारिः एतेषु कस्मिन पर्यायः अस्ति? (क.) काञ्चनारः (ख.) पारिभद्रः (ग.) गुग्गुलः (घ.) मधुयष्टी	गण्डारिः एतेषु कस्मिन पर्यायः अस्ति?	काञ्चनारः / पारिभद्रः / गुग्गुलः / मधुयष्टी	काञ्चनारः	
160	भावप्रकाश ने शिशु के कितने भेद बताए है? (क.) 2 (ख.) 3 (ग.) 4 (घ.) 5	भावप्रकाशेन शिशोः कति भेदाः उक्ताः? (क.) २ (ख.) ३ (ग.) ४ (घ.) ५	भावप्रकाशेन शिशोः कति भेदाः उक्ताः?	२ / ३ / ४ / ५	३	
162	भावप्रकाश के अनुसार विष्णुक्रान्ता निम्न में से किसका पर्याय है? (क.) शंखपुष्पी (ख.) अपराजिता (ग.) ब्रह्मी (घ.) गुड्डुची	भावप्रकाशस्य अनुसारं विष्णुक्रान्ता एतेषु कस्मिन पर्यायः अस्ति? (क.) शङ्खपुष्पी (ख.) अपराजिता (ग.) ब्रह्मी (घ.) गुडूची	भावप्रकाशस्य अनुसारं विष्णुक्रान्ता एतेषु कस्मिन पर्यायः अस्ति?	शङ्खपुष्पी / अपराजिता / ब्रह्मी / गुडूची	अपराजिता	
163	कुटज निम्न में से किसका पर्याय नहीं है? (क.) गिरिमल्लिका (ख.) कालिंग (ग.) सिन्दुवार घ पाण्डुरदुम	कुटजः एतेषु कस्मिन पर्यायः नास्ति? (क.) गिरिमल्लिका (ख.) कालिङ्गः (ग.) सिन्दुवारः (घ.) पाण्डुरद्रुमः	कुटजः एतेषु कस्मिन पर्यायः नास्ति?	गिरिमल्लिका / कालिङ्गः / सिन्दुवारः / पाण्डुरद्रुमः	सिन्दुवारः	
165	आत्मागुप्ता मर्कटी और दुस्पर्शा किसके पर्याय है? (क.) कपिकच्छु (ख.) गोक्षुर (ग.) शालमली (घ.) क-ख	आत्मागुप्ता मर्कटी दुस्पर्शा च कस्मिन पर्यायाः स्तः? (क.) कपिकच्छुः (ख.) गोक्षुरः (ग.) शालमली (घ.) क-ख	आत्मागुप्ता मर्कटी दुस्पर्शा च कस्मिन पर्यायाः स्तः?	कपिकच्छुः / गोक्षुरः / शालमली / क-ख	कपिकच्छुः	
166	"तद्बीजं वातशमनं स्मृतं वाजीकरं परम्।" किसके बारे में कहा है? (क.) रास्ना (ख.) एरण्ड (ग.) कपिकच्छु (घ.) बला	"तत् बीजं वातशमनं स्मृतं वाजीकरणं परम्।" कस्मिन विषये उक्तम्? (क.) रास्ना (ख.) एरण्डः (ग.) कपिकच्छुः (घ.) बला	तत् बीजं वातशमनं स्मृतं वाजीकरणं परम्। कस्मिन विषये उक्तम्?	रास्ना / एरण्डः / कपिकच्छुः / बला	कपिकच्छुः	
167	मूषक और सर्प का विष को दूर करने वाला द्रव्य कौन सा है? (क.) अङकोट (ख.) कपिकच्छु (ग.) गुन्जा (घ.) करंज	मूषकसर्पयोः विषनाशकं द्रव्यं किम्? (क.) अड्कोटः (ख.) कपिकच्छुः (ग.) गुन्जा (घ.) करञ्जः	मूषकसर्पयोः विषनाशकं द्रव्यं किम्?	अड्कोटः / कपिकच्छुः / गुन्जा / करञ्जः	अड्कोटः	
169	पुत्रदाऽवश्या (अवश्य पुत्र देने वाला) कौन सा द्रव्य बताया गया है? (क.) अङकोट (ख.) लाङगली (ग.) लक्ष्मणा (घ.) बला	पुत्रदाऽवश्यं (अवश्यः पुत्रं प्रयच्छति) कः द्रव्यः उक्तः अस्ति? (क.) अड्कोटः (ख.) लाङ्गली (ग.) लक्ष्मणा (घ.) बला	पुत्रदाऽवश्यं	अड्कोटः / लाङ्गली / लक्ष्मणा / बला	लक्ष्मणा	
170	लक्ष्मणा की गंध किसके समान होती है? (क.) वाराहगंध (ख.) बस्तगंध (ग.) अश्वगंध (घ.) गोमूत्र गंध	लक्ष्मणा गन्धः कस्यानुसारः अस्ति? (क.) वाराहगन्धः (ख.) बस्तगन्धः (ग.) अश्वगन्धः (घ.) गोमूत्रगन्धः	लक्ष्मणा गन्धः कस्यानुसारः अस्ति?	वाराहगन्धः / बस्तगन्धः / अश्वगन्धः / गोमूत्रगन्धः	बस्तगन्धः	
173	कौन सी त्रिवृत हीन गुण वाली है? (क.) श्वेत (ख.) कृष्ण (ग.) दोनों के गुण बराबर है (घ.) कोई नहीं	का त्रिवृत हीन गुणवत्ता अस्ति? (क.) श्वेत (ख.) कृष्ण (ग.) उभयोः गुणाः तुल्याः (घ.) न कदाचित्	का त्रिवृत हीन गुणवत्ता अस्ति?	श्वेत / कृष्ण / उभयोः गुणाः तुल्याः / न कदाचित्	कृष्ण	
174	प्लीहशत्रु निम्न में से किसका पर्याय है? (क.) रोहितक (ख.) शरपुंखा (ग.) पुनर्नवा (घ.) गिलोय	प्लीहशत्रुः निम्नलिखितेषु कस्मिनः पर्यायः अस्ति? (क.) रोहितकः (ख.) शरपुंखा (ग.) पुनर्नवा (घ.) गिलोय	प्लीहशत्रुः निम्नलिखितेषु कस्मिनः पर्यायः अस्ति?	रोहितकः / शरपुंखा / पुनर्नवा / गिलोय	शरपुंखा	
175	अधः शल्य निम्न में से किसका पर्याय है? (क.) त्रिवृत (ख.) गोक्षुर (ग.) अपामार्ग (घ.) अम्लतास	अधःशल्यः निम्नलिखितेषु कस्मिनः पर्यायः अस्ति? (क.) त्रिवृत् (ख.) गोक्षुरः (ग.) अपामार्गः (घ.) अम्लतासः	अधःशल्यः निम्नलिखितेषु कस्मिनः पर्यायः अस्ति?	त्रिवृत् / गोक्षुरः / अपामार्गः / अम्लतासः	अपामार्गः	
176	केशरंजन निम्न में से किसका पर्याय है? (क.) रीठा (ख.) शिकाकाई (ग.) भृङगराज (घ.) मंजिष्ठा	केशरञ्जनं निम्नलिखितेषु कस्मिनः पर्यायः अस्ति? (क.) रीठा (ख.) शिकाकाई (ग.) भृङगराजः (घ.) मंजिष्ठा	केशरञ्जनं निम्नलिखितेषु कस्मिनः पर्यायः अस्ति?	रीठा / शिकाकाई / भृङगराजः / मंजिष्ठा	भृङगराजः	
177	महौषधी निम्न में से किसका पर्याय है? (क.) श्रृंगवेर (ख.) मण्डूकपर्णी (ग.) गिलोय (घ.) आमलकी	महौषधीः निम्नलिखितेषु कस्मिनः पर्यायः अस्ति? (क.) श्रृंगवेरः (ख.) मण्डूकपर्णी (ग.) गिलोयः (घ.) आमलकी	महौषधीः निम्नलिखितेषु कस्मिनः पर्यायः अस्ति?	श्रृंगवेरः / मण्डूकपर्णी / गिलोयः / आमलकी	मण्डूकपर्णी	
178	पुष्पवर्ग में सर्वप्रथम किस द्रव्य का वर्णन है? (क.) कमल (ख.) गुलाब (ग.) चमेली (घ.) जूही	पुष्पवर्गे सर्वप्रथमतमः कस्मिनः द्रव्ये वर्णनं कृतं अस्ति? (क.) कमलम् (ख.) गुलाबः (ग.) चमेली (घ.) जूही	पुष्पवर्गे सर्वप्रथमतमः कस्मिनः द्रव्ये वर्णनं कृतं अस्ति?	कमलम् / गुलाबः / चमेली / जूही	कमलम्	
179	तुलसी निम्न में से किसका पर्याय है? (क.) बहुमंजरी (ख.) अपेतराक्षसी (ग.) भूतघ्नी (घ.) सभी	तुलसीः निम्नलिखितेषु कस्मिनः पर्यायः अस्ति? (क.) बहुमञ्जरीः (ख.) अपेतराक्षसी (ग.) भूतघ्नी (घ.) सर्वे	तुलसीः निम्नलिखितेषु कस्मिनः पर्यायः अस्ति?	बहुमञ्जरीः / अपेतराक्षसी / भूतघ्नी / सर्वे	सर्वे	
180	देवदुन्दुभि निम्न में से किसका पर्याय है? (क.) धतूरा (ख.) कर्पूर (ग.) तुलसी (घ.) पीपल	देवदुन्दुभिः निम्नलिखितेषु कस्मिनः पर्यायः अस्ति? (क.) धतूरः (ख.) कर्पूरः (ग.) तुलसीः (घ.) पीपलः	देवदुन्दुभिः निम्नलिखितेषु कस्मिनः पर्यायः अस्ति?	धतूरः / कर्पूरः / तुलसीः / पीपलः	तुलसीः	
184	गर्भपातन निम्न में से किसका पर्याय है? (क.) अरिष्टक (ख.) लाङगली (ग.) टंकण (घ.) उलट कम्बल	गर्भपातनं निम्नलिखितेषु कस्मिनः पर्यायः अस्ति? (क.) अरिष्टकः (ख.) लाङ्गली (ग.) टङ्कण (घ.) उलट्कालिकः	गर्भपातनं निम्नलिखितेषु कस्मिनः पर्यायः अस्ति?	अरिष्टकः / लाङ्गली / टङ्कण / उलट्कालिकः	अरिष्टकः	
186	मोचरस रस निम्न में से किसका निर्यास है? (क.) शाल्मली (ख.) शल्लकी (ग.) गुगुल (घ.) शिग्रु	मोदरसस्यान निम्नेषु कस्य निर्यासः? (क.) शाल्मली (ख.) श्ल्लकि (ग.) गुञ्जुल (घ.) शिग्रु:	मोदरसस्यान निम्नेषु कस्य निर्यासः?	शाल्मली / श्ल्लकि / गुञ्जुल / शिग्रु:	शाल्मली	
187	सुमेलित कीजिए -  क. स्थूलवल्कल 1. सप्तपर्ण  ख. बहुलवल्कल 2.भूर्जपत्र  ग. विशालत्वक् 3. कटफल  घ. सोमवल्कल 4. लोध्र? (क.) i-1, ii-2, iii-3-iv-4 (ख.) 1-2, ii-1-, iii-3 iv-4 (ग.)i-4, ii-2, iii-1, iv-3	सुमेलयतु  अ स्थूलवल्कल १ सप्तपर्ण  आ बहुलवल्कल २ भूर्जपत्र  इ विशालत्वक् ३ कटफल  ई सोमवल्कल ४ लोध्र? (क) अ-१, आ-२, इ-३, ई-४ (ख) १-२, आ-१, इ-३, ई-४ (ग) अ-४, आ-२, इ-१, ई-३	सुमेलयतु अ स्थूलवल्कल १ सप्तपर्ण आ बहुलवल्कल २ भूर्जपत्र इ विशालत्वक् ३ कटफल ई सोमवल्कल ४ लोध्र?	अ-१, आ-२, इ-३, ई-४ / १-२, आ-१, इ-३, ई-४ / अ-४, आ-२, इ-१, ई-३	अ-४, आ-२, इ-१, ई-३	
188	सुमेलित कीजिए -  i. आम आम्र फल 1. वातहर, स्लेष्मशुक्रवर्धन ii.शुष्कामाम्र फल 2. वातहर पितप्रकोप iii. पकवाम्र फल 3. वातपित कृत्त  iv. वृक्षापक्वान फल 4. कफवातजित   ? क i-3, ii-1, iii-4, iv-2 (ख.) i-1, ii-2, iii-3, iv-4 (ग.) i-1, ii-3, iii-4, iv-2 (घ.) i-3, ii-4, iii-2, iv-1	सुमेलयतु  अ. आम आम्र फल १ वातहर, स्लेष्मशुक्रवर्धन  ब. शुष्कामाम्र फल २ वातहर पित्तप्रकोप  क. पकवाम्र फल ३ वातपित्त कृत्त  ड. वृक्षापक्वान फल ४ कफवातजित  (क) अ-३, ब-१, क-४, ड-२ (ख) अ-१, ब-२, क-३, ड-४ (ग) अ-१, ब-३, क-४, ड-२ (घ) अ-३, ब-४, क-२, ड-१	सुमेलयतु अ. आम आम्र फल १ वातहर, स्लेष्मशुक्रवर्धन ब. शुष्कामाम्र फल २ वातहर पित्तप्रकोप क. पकवाम्र फल ३ वातपित्त कृत्त ड. वृक्षापक्वान फल ४ कफवातजित	अ-३, ब-१, क-४, ड-२ / अ-१, ब-२, क-३, ड-४ / अ-१, ब-३, क-४, ड-२ / अ-३, ब-४, क-२, ड-१	अ-३, ब-१, क-४, ड-२	
190	आम्रावर्त किस भाग से बनता है? (क.) आम्ररस (ख.) आम्र त्वक (ग.) आम्र फल (घ.) आम्र पुष्प	आम्रावर्तः कस्य भागतः भवति? (क.) आम्ररः (ख.) आम्र त्वक् (ग.) आम्र फल (घ.) आम्र पुष्प	आम्रावर्तः कस्य भागतः भवति?	आम्ररः / आम्र त्वक् / आम्र फल / आम्र पुष्प	आम्ररः	
192	अशुमतीफला निम्न में से किसका पर्याय है? (क.) कदली (केला) (ख.) आम्र (आम) (ग.) नारिकेल (नारियल) (घ.) कालिन्दस (तरबूज)	अशुमतीफलः निम्नेषु कस्य पर्यायः? (क.) कदली (ख.) आम्रः (ग.) नारिकेलम् (घ.) कालिन्दसः	अशुमतीफलः निम्नेषु कस्य पर्यायः?	कदली / आम्रः / नारिकेलम् / कालिन्दसः	कदली	
193	सुमेलित कीजिए- क. कण्टकिफल 1. कदलीफल ख. अंशुमती फला 2. त्रपुस ग. अतिवृहत फल 3. नारियल  घ. स्कन्ध फल 4. कटहल  ? क i-2, ii-1, iii-4, iv-3 (ख.) i-1, ii-2, iii-3, iv-4 (ग.) i-1, ii-3, iii-4, iv-2 (घ.) i-3, ii-4, iii-2, iv-1	सुमेलयतु- अ. कण्टकिफलः 1. कदलीफलम्  आ. अंशुमती फलम् 2. त्रपुसः  इ. अतिवृहत् फलम् 3. नारिकेलः  ई. स्कन्ध फ़लम् 4. कटफलः  (क) i-2, ii-1, iii-4, iv-3 (ख) i-1, ii-2, iii-3, iv-4 (ग) i-1, ii-3, iii-4, iv-2 (घ) i-3, ii-4, iii-2, iv-1	सुमेलयतु- अ. कण्टकिफलः 1. कदलीफलम् आ. अंशुमती फलम् 2. त्रपुसः इ. अतिवृहत् फलम् 3. नारिकेलः ई. स्कन्ध फ़लम् 4. कटफलः	i-2, ii-1, iii-4, iv-3 / i-1, ii-2, iii-3, iv-4 / i-1, ii-3, iii-4, iv-2 / i-3, ii-4, iii-2, iv-1	i-2, ii-1, iii-4, iv-3	
194	दशाङ्गुल निम्न में से किसका पर्याय है? (क.) कदली फल (ख.) पनस (कटहल) (ग.) तरबूज (घ.) खरबूजा	दशाङ्गुलः निम्नेषु कस्य पर्यायः? (क.) कदली फलम् (ख.) पनसः (कटफलः) (ग.) कालिन्दसः (तरबूजः) (घ.) खरबूजः	दशाङ्गुलः निम्नेषु कस्य पर्यायः?	कदली फलम् / पनसः / कालिन्दसः / खरबूजः	खरबूजः	
195	कौन सा फल शुष्क ही श्रेष्ठ होता है? (क.) द्राक्षा (ख.) बिल्व (ग.) हरड़ (घ.) सभी	कस्मिन फलं शुष्क एव श्रेष्ठम्? (क.) द्राक्षा (ख.) बिल्वः (ग.) हरिटकी (घ.) सर्वे	कस्मिन फलं शुष्क एव श्रेष्ठम्?	द्राक्षा / बिल्वः / हरिटकी / सर्वे	सर्वे	
196	पुष्पफल एवं दधिफल किसके पर्याय हैं? (क.) अम्लतास (ख.) नारिकेल फल (ग.) कपित्थ फल (घ.) स्नूही	पुष्पफलम् तथा दधिफलम् कस्य पर्यायौ? (क.) अम्लतासः (ख.) नारिकेल फलम् (ग.) कपित्थ फलम् (घ.) स्नूही	पुष्पफलम् तथा दधिफलम् कस्य पर्यायौ?	अम्लतासः / नारिकेल फलम् / कपित्थ फलम् / स्नूही	कपित्थ फलम्	
201	मुनक्का (द्राक्षा) का आकार कैसा है? (क.) गोमुख सम (ख.) गोस्तन (ग.) गोखुर सदृश (घ.) गाय के रंग समान	मुनक्का (द्राक्षा) कः आकारः अस्ति? (क.) गोमुखसम (ख.) गोस्तनसम (ग.) गोखुरसदृशम (घ.) गवां वर्णः समानम्	मुनक्का	गोमुखसम / गोस्तनसम / गोखुरसदृशम / गवां वर्णः समानम्	गोस्तनसम	
202	खजूर निम्न में से किसका पर्याय है? (क.) स्वल्प खजूर (ख.) पिण्डखजूर (ग.) छोहारा (घ.) सभी	खर्जूरः अधः कस्य पर्यायः अस्ति? (क.) स्वल्पखर्जूरः (ख.) पिण्डखर्जूरः (ग.) स्रोतःखर्जूरः (घ.) सर्वे	खर्जूरः अधः कस्य पर्यायः अस्ति?	स्वल्पखर्जूरः / पिण्डखर्जूरः / स्रोतःखर्जूरः / सर्वे	सर्वे	
203	सुलेमानि खर्जूर निम्न में से किसका पर्याय है? (क.) पिण्डखर्जूर (ख.) छोहारा (ग.) भूमि खर्जूर (घ.) स्वल्पखर्जूर	सुलेमानखर्जूरः कस्य पर्यायः अस्ति? (क.) पिण्डखर्जूरः (ख.) स्रोतःखर्जूरः (ग.) भूमिखर्जूरः (घ.) स्वल्पखर्जूरः	सुलेमानखर्जूरः कस्य पर्यायः अस्ति?	पिण्डखर्जूरः / स्रोतःखर्जूरः / भूमिखर्जूरः / स्वल्पखर्जूरः	पिण्डखर्जूरः	
204	नेत्रोपमफल निम्न में से किसका पर्याय है? (क.) वाताद (बादाम) (ख.) सेब (ग.) मुनक्का (घ.) अखरोट	नेत्रोपमफलः कस्य पर्यायः अस्ति? (क.) वातादः (ख.) सेवः (ग.) मुणकः (घ.) अकर्षोटः	नेत्रोपमफलः कस्य पर्यायः अस्ति?	वातादः / सेवः / मुणकः / अकर्षोटः	वातादः	
205	मुष्टिप्रमाण व बदर किस फल के नाम हैं? (क.) बादाम (ख.) आम्र (ग.) कोल (घ.) सेब	मुष्टिप्रमाणं च बदरं च कस्य फलस्य नामे इति? (क.) वातादः (ख.) आम्रः (ग.) कोलः (घ.) सेवः	मुष्टिप्रमाणं च बदरं च कस्य फलस्य नामे इति?	वातादः / आम्रः / कोलः / सेवः	सेवः	
209	कौन सा फल शुष्क अधिक गुणकारी होता है? (क.) बिल्व (ख.) द्राक्षा (ग.) हरड़ (घ.) सभी	कः फलः शुष्कः अधिकगुणकारीः अस्ति? (क.) बिल्वः (ख.) द्राक्षाः (ग.) हरटः (घ.) सर्वे	कः फलः शुष्कः अधिकगुणकारीः अस्ति?	बिल्वः / द्राक्षाः / हरटः / सर्वे	सर्वे	
210	कपिप्रिय दधिफल एवं दन्तराठ किसके पर्याय हैं? (क.) बिल्व (ख.) कपित्थ (ग.) गिलोय (घ.) नीम	कपिप्रियः दधिफलम् च दन्तराठः च कस्य पर्यायः अस्ति? (क.) बिल्वः (ख.) कपित्थः (ग.) गिलोयः (घ.) निम्बः	कपिप्रियः दधिफलम् च दन्तराठः च कस्य पर्यायः अस्ति?	बिल्वः / कपित्थः / गिलोयः / निम्बः	कपित्थः	
211	त्वक्सुगन्ध एवं मुखप्रिय किसके पर्याय हैं? (क.) एला (ख.) दालचीनी (ग.) नारङगी (घ.) लवंग	त्वक्सुगन्धः मुखप्रियश्च कस्य पर्यायः अस्ति? (क.) एला (ख.) त्वक् (ग.) नारङ्गिका (घ.) लवाङ्गः	त्वक्सुगन्धः मुखप्रियश्च कस्य पर्यायः अस्ति?	एला / त्वक् / नारङ्गिका / लवाङ्गः	नारङ्गिका	
212	भावप्रकाश ने स्वादानुसार अनार का फल कितने प्रकार का बताया है? (क.) 3 (ख.) 2 (ग.) 4 (घ.) 5	भावप्रकाशः स्वादानुसारं दाडिमस्य फलं कतिविधानि उक्तवान्? (क.) ३ (ख.) २ (ग.) ४ (घ.) ५	भावप्रकाशः स्वादानुसारं दाडिमस्य फलं कतिविधानि उक्तवान्?	३ / २ / ४ / ५	३	
213	पयः प्रसादी निम्न में से किसका पर्याय है? (क.) द्राक्षा (ख.) परूषक (ग.) कतक (घ.) शहतूत	पयःप्रसादी अधः कस्य पर्यायः अस्ति? (क.) द्राक्षा (ख.) परूषकः (ग.) कतकः (घ.) शहतूतः	पयःप्रसादी अधः कस्य पर्यायः अस्ति?	द्राक्षा / परूषकः / कतकः / शहतूतः	कतकः	
215	पंचाम्ल में चतुराम्ल के अतिरिक्त कौन सा द्रव्य होता है? (क.) इम्लिका (ख.) वृक्षाम्ल (ग.) बिजौरा निम्बू (घ.) कमरख	पञ्चाम्ले चतुराम्लादधिकं कः द्रव्यः भवति? (क.) इम्लिका (ख.) वृक्षाम्लः (ग.) बिजौरनिम्बूकः (घ.) करमर्दकः	पञ्चाम्ले चतुराम्लादधिकं कः द्रव्यः भवति?	इम्लिका / वृक्षाम्लः / बिजौरनिम्बूकः / करमर्दकः	बिजौरनिम्बूकः	
216	भावप्रकाश में कितनी धातुएँ बताई हैं? (क.) 5 (ख.) 7 (ग.) 9 (घ.) 6	भावप्रकाशे कति धातवः उक्ताः? (क.) ५ (ख.) ७ (ग.) ९ (घ.) ६	भावप्रकाशे कति धातवः उक्ताः?	५ / ७ / ९ / ६	७	
217	अग्निदेव के वीर्य से किस धातु की उत्पत्ति होती है? (क.) स्वर्ण (ख.) रजत (घ.) यशद	अग्निदेवस्य वीर्येण कस्मिन धातुः उत्पन्नः? (क.) स्वर्णम् (ख.) रजतम् (घ.) यशदम्	अग्निदेवस्य वीर्येण कस्मिन धातुः उत्पन्नः?	स्वर्णम् / रजतम् / यशदम्	स्वर्णम्	
218	कृत्रिम स्वर्ण की उत्पत्ति किस द्रव्य से होती है? (क.) हिंगुल (ख.) पारद के वेधन से (ग.) शिलाजतु (घ.) स्वर्ण माक्षिक	कृत्रिमस्वर्णस्य उत्पत्तिः कस्मात् द्रव्यात् भवति? (क.) हिङ्गुलम् (ख.) पारदस्य वेधनात् (ग.) शिलाजतु (घ.) स्वर्णमाक्षिकम्	कृत्रिमस्वर्णस्य उत्पत्तिः कस्मात् द्रव्यात् भवति?	हिङ्गुलम् / पारदस्य वेधनात् / शिलाजतु / स्वर्णमाक्षिकम्	पारदस्य वेधनात्	
221	ताम्र की उत्पति कैसे होती है? (क.) शिव जी के वीर्य से (ख.) अग्निदेव के वीर्य से (ग.) कार्तिकेय के वीर्य से (घ.) रूद्र के वीर्य से	ताम्रस्य उत्पत्तिः कथं भवति? (क.) शिवस्य वीर्येण (ख.) अग्निदेवस्य वीर्येण (ग.) कार्तिकेयस्य वीर्येण (घ.) रुद्रस्य वीर्येण	ताम्रस्य उत्पत्तिः कथं भवति?	शिवस्य वीर्येण / अग्निदेवस्य वीर्येण / कार्तिकेयस्य वीर्येण / रुद्रस्य वीर्येण	कार्तिकेयस्य वीर्येण	
222	ताम्र की अनुत्कृष्ट् भस्म से कितने दोष होते हैं? (क.) 5 (ख.) 6 (ग.) 8 (घ.) 9	ताम्रस्य अनुत्कृष्टभस्मना कति दोषाः भवन्ति? (क.) ५ (ख.) ६ (ग.) ८ (घ.) ९	ताम्रस्य अनुत्कृष्टभस्मना कति दोषाः भवन्ति?	५ / ६ / ८ / ९	८	
223	रांगा के कितने भेद भावप्रकाश में बताए हैं? (क.) 2 (ख.) 3 (ग.) 4 (घ.) केवल एक	राङ्गस्य कति भेदाः भावप्रकाशे उक्ताः? (क.) २ (ख.) ३ (ग.) ४ (घ.) केवलम् एकः	राङ्गस्य कति भेदाः भावप्रकाशे उक्ताः?	२ / ३ / ४ / केवलम् एकः	२	
224	रविप्रिय किस धातु निम्न में से किसका पर्याय है? (क.) स्वर्ण (ख.) रजत (ग.) यशद (घ.) ताम्र	रविप्रियः कस्मिन धातोः पर्यायः अस्ति? (क.) स्वर्णम् (ख.) रजतम् (ग.) यशदम् (घ.) ताम्रम्	रविप्रियः कस्मिन धातोः पर्यायः अस्ति?	स्वर्णम् / रजतम् / यशदम् / ताम्रम्	ताम्रम्	
225	किन देवताओं से किस धातु की उत्पति होती है सुमेलित कीजिए- i. शिव जी 1. सुवर्ण ii. कार्तिकेय 2. रजत iii. वासु की 3.ताम्र  iv. अगि्नदेव 4. नाग? (क.) i-2, ii-3, iii-4, iv-1 (ख.) i-2, ii-3, iii-4, iv-1 (ग.). i-1, ii-3, iii-4, iv-2 (घ.) i-3, ii-4, iii-2, iv-1	केभ्यः देवतेभ्यः का धातुः उत्पद्यते सुमेलितं कुरुत- i. शिवः 1. सुवर्णम् ii. कार्तिकेयः 2. रजतम् iii. वासुकिः 3. ताम्रम्  iv. अग्निदेवः 4. नागः?  (क.) i-2, ii-3, iii-4, iv-1  (ख.) i-2, ii-3, iii-4, iv-1  (ग.) i-1, ii-3, iii-4, iv-2  (घ.) i-3, ii-4, iii-2, iv-1	केभ्यः देवतेभ्यः का धातुः उत्पद्यते सुमेलितं कुरुत- i. शिवः 1. सुवर्णम् ii. कार्तिकेयः 2. रजतम् iii. वासुकिः 3. ताम्रम् iv. अग्निदेवः 4. नागः?	i-2, ii-3, iii-4, iv-1 / i-2, ii-3, iii-4, iv-1 / i-1, ii-3, iii-4, iv-2 / i-3, ii-4, iii-2, iv-1	i-2, ii-3, iii-4, iv-1	
226	लौह धातु के कितने दोष बताए हैं? (क.) 2 (ख.) 3 (ग.) 5 (घ.) 7	लौहधातोः कति दोषाः उक्ताः? (क.) २ (ख.) ३ (ग.) ५ (घ.) ७	लौहधातोः कति दोषाः उक्ताः?	२ / ३ / ५ / ७	७	
227	लौह सेवन के समय त्याज्य पदार्थ है? (क.) कूष्मांड (ख.) तिल तैल (ग.) मद्य (घ.) सभी	लौहसेवने समये त्याज्यः पदार्थः कः? (क.) कूष्माण्डम् (ख.) तिलतैलम् (ग.) मद्य (घ.) सर्वे	लौहसेवने समये त्याज्यः पदार्थः कः?	कूष्माण्डम् / तिलतैलम् / मद्य / सर्वे	सर्वे	
228	भावप्रकाश में कितनी उपधातुएँ बताई गईं हैं? (क.) 5 (ख.) 7 (ग.) 8 (घ.) 9	भावप्रकाशे कति उपधातवः उक्ताः सन्ति? (क.) ५ (ख.) ७ (ग.) ८ (घ.) ९	भावप्रकाशे कति उपधातवः उक्ताः सन्ति?	५ / ७ / ८ / ९	७	
229	वितुन्नक शिखिग्रीव एवं मयूरक किसके पर्याय है? (क.) ताम्र (ख.) स्वर्णमाक्षिक (ग.) तुत्थ (घ.) खर्पर	वितुन्नकः, शिखिग्रीवः, मयूरकः च कस्मिन पर्यायाः? (क.) ताम्र (ख.) स्वर्णमाक्षिक (ग.) तुत्थ (घ.) खर्पर	वितुन्नकः, शिखिग्रीवः, मयूरकः च कस्मिन पर्यायाः?	ताम्र / स्वर्णमाक्षिक / तुत्थ / खर्पर	तुत्थ	
233	सिंदूर निम्न में से किसकी उपधातु है? (क.) यशद (ख.) नाग (ग.) ताम्र (ग.) ताम्र	सिन्दूरः अधोलिखितेषु कस्य उपधातुः अस्ति? (क.) यशद (ख.) नाग (ग.) ताम्र (ग.) ताम्र	सिन्दूरः अधोलिखितेषु कस्य उपधातुः अस्ति?	यशद / नाग / ताम्र / ताम्र	नाग	
234	शिलाजीत के कितने भेद हैं? (क.) 2 (ख.) 3 (ग.) 4 (घ.) 6	शिलाजीतस्य कति भेदाः सन्ति? (क.) २ (ख.) ३ (ग.) ४ (घ.) ६	शिलाजीतस्य कति भेदाः सन्ति?	२ / ३ / ४ / ६	४	
239	कौन सा शिलाजीत सर्वश्रेष्ठ होता है? (क.) सौवर्ण (ख.) ताम्र (ग.) रजत (घ.) लौह	कः शिलाजीतः सर्वश्रेष्ठः भवति? (क.) सौवर्ण (ख.) ताम्र (ग.) रजत (घ.) लौह	कः शिलाजीतः सर्वश्रेष्ठः भवति?	सौवर्ण / ताम्र / रजत / लौह	लौह	
